66,70701.54921585551
66,73772.2861005776
67,17116.8511700316
67,54891.12238746041
67,45012.25510735547
68,47119.815739312224
68,59116.25502548168
68,8660.53128984361
69,71267.05118309749
69,547.5003809791268
69,32467.257815525907
70,2873.2031255504053
70,70745.95476407003
70,4439.102762586811
71,77383.41731363541
71,25854.78853727987
71,54948.13831716102
72,69262.41815684226
72,93747.06682079444
72,36135.0768125816
73,86999.14273948022
73,39569.47338366382
73,45422.57991036308
74,1060.5567735859522
74,77903.55268335852
74,51114.440416025216
75,73226.42796650888
75,5746.672917228923
75,38044.11157300345
76,19756.836321565363
76,15714.788094536603
76,95812.74223485669
77,59504.07938321851
77,74274.65852854738
77,49937.7635625308
78,31112.08428254619
78,590.3637414534479
78,54294.11538829785
79,67922.52358420442
79,57064.39101367046
79,80360.82289532243
80,69249.65656398392
80,98885.99106339904
80,45216.94118012386
81,68009.7944010873
81,54620.002460988515
81,72040.97327097732
82,15305.772414618024
82,69641.82585184381
82,67642.98213011165
83,90347.86962708866
83,27357.460771226593
83,73264.25501685953
84,36293.910837671094
84,51677.47417933053
84,24266.689742342573
85,11755.120657977037
85,12519.386058578973
85,10588.552921721728
86,12804.314117066717
86,43113.652547328296
86,83550.29654398304
87,21287.23800339305
87,94155.17724178893
87,27476.380729893655
88,63574.98229984949
88,40323.53814580044
88,93854.4338813892
89,1182.6677006136931
89,22135.42463348238
89,96193.52451143364
90,95385.70652010209
90,9599.262503471728
90,5316.430588365806
91,52254.082390772404
91,51723.89220153734
91,62464.259595839896
92,71129.76518518226
92,99220.34109358194
92,34750.006780634554
93,18186.595303681486
93,91452.28504454464
93,14004.226392608432
94,83734.95026449091
94,86838.06046202887
94,69459.06698374666
95,12765.828057239425
95,30983.639334838277
95,65500.50352134993
96,83699.62543065325
96,7787.569071834432
96,15250.445571891003
97,84181.77033940676
97,97797.31817286136
97,50144.44792391205
98,41681.46126988079
98,45689.62042236221
98,68209.0866600296
99,3131.894910736721
99,10808.599804091711
99,88653.72172525815
100,41564.65453321092
100,45026.080962448665
100,18515.079249684408
