742245.914683327,274191.4055493795,480234.365195115,831030.9856882612,662537.1087481268
625729.4471538935,390192.12098413927,862777.7833379079,169953.734156013,7579.042918461343
927897.4436680201,594258.2021409004,763908.2549199264,673174.8366911638,903138.3270273514
nulo,387432.7635225421,nulo,667887.0270939467,341905.35299373337
409113.49983493274,810438.0528273601,496458.4107602813,nulo,449324.7664961153
715774.3745787172,186920.9165664557,181815.50184471929,367168.3043143432,470652.4232629802
325166.08132948156,143537.77757929708,974524.567505325,358492.0681493685,903043.0370398114
93866.00301515535,293622.0889881035,nulo,231964.20736139567,380294.1026897757
424530.9657718449,554707.1168720248,343388.40699451277,194159.18049871182,338987.2283489731
252268.60775787252,317587.714798685,518808.30976599245,166953.7143459694,695974.1426258065
232104.16747273633,471869.3242567302,792324.2326990165,3833.2506361201667,671302.8458549792
45532.03038934628,nulo,804266.8424037859,988427.0951667824,498745.7281883043
nulo,502602.9603232044,761562.7567363107,905239.6474992792,407178.6078536304
299098.25521237066,134917.14507511,611272.2540628797,879501.5446926256,nulo
986819.2380623936,607015.8904078164,734506.5187543144,612297.4338612721,115847.4027055706
65482.89242415317,68657.86308051525,515839.67752932024,886490.7144499414,552899.5348188219
636410.2445913363,150442.23107141585,25750.229759002206,664433.8047530077,309682.2835279931
788172.2649575247,512086.5158074426,89183.57293042178,444129.5218590584,104948.55007808367
748119.5809414439,358331.34770058485,468622.8042110062,68619.23190455111,458487.47249545675
780371.4587398198,264338.77935913263,609815.4860345792,nulo,317316.6381850385
149868.0717496561,954487.2276474138,55382.543779790016,405789.59991386277,538748.0918594009
747027.2150331868,812350.2731367431,976906.1899653926,585826.2509307008,342889.78677693027
nulo,nulo,388860.0944025141,nulo,nulo
556088.7334512117,561760.3654445449,145133.2248514977,463166.4808271497,689006.559020133
245883.4607612963,952349.4254764026,266259.0655332259,548078.5391230508,875779.5657443353
98758.89796326264,572592.7703961564,66273.7334594915,265802.34254382626,nulo
nulo,683724.7751771049,833987.0020299959,177241.74426029637,433555.35987392935
868526.7200895732,nulo,944091.702674542,474155.01232267707,867577.1303620595
280783.74356365635,97344.96586374397,526804.5331870093,nulo,28652.53874243978
835061.7745797288,514090.44704275264,586607.8286680094,664328.9007786681,424131.0374444642
579800.6417628395,500663.61063573137,435243.69844096166,865142.5882781857,832913.3133544221
291589.7601959667,637156.1364467232,773628.929700449,879244.634963144,687789.3866679232
658283.065973248,106582.90002532123,832161.3756555606,251130.88467014645,691946.4243420417
613157.5700867646,743764.7877229567,847453.5801643522,184145.04252585227,138454.2780242054
647951.7273472284,nulo,332456.89894043916,159305.62275440342,656759.7520551733
278235.6724787093,202678.31894090626,180959.00378464814,nulo,530298.4376594936
279606.13142939797,873567.5355439781,559397.7908595914,nulo,518369.2000375972
77394.15485544731,259207.24214623802,779813.582348616,212715.5414565003,55635.578362780994
803772.3653997978,728513.8589392669,246661.18760658818,623771.9210838673,nulo
160327.97844893776,545907.1755842215,34348.56584919832,266213.80077641446,486361.54203346226
795430.8146267987,746096.3555680275,417112.6294958994,383110.18625559565,739657.5767796017
456296.4224088782,120757.37957399701,551661.6210897584,631619.6934516432,25296.016409812604
565876.7747094478,27251.624631165705,647508.0057091159,172081.22292199824,772767.6178124226
nulo,333022.9046245976,69813.29648043466,908572.9141312253,nulo
397930.97658583976,220234.47815363572,452718.67104870355,962044.9660036024,425233.4953560952
235849.70359116097,903915.421345421,683517.6802410417,311352.8467985918,408790.52330621093
970131.2655100003,751856.8051459444,503743.3931355573,195267.36674069622,432942.09991407837
519874.3998138525,nulo,994516.3598912882,127665.59546428524,79459.6723092379
141200.44390591356,851147.0888141795,730685.3162550048,nulo,616898.2589029521
959797.5560399665,295370.6413140782,339864.93172055256,79821.76106512884,101002.31243444946
727999.5122645574,778424.4270163989,355035.9037813209,387180.5107256613,645089.6476429289
383232.9718557586,nulo,947649.5279567959,303544.74750801554,755560.3584302764
28339.774323272282,431570.9850417311,545021.9623803248,964610.6435262129,827845.4952561491
457734.9075403655,945926.6211548318,722190.4495563443,902815.081496977,390088.7589729185
614440.9465123805,nulo,693435.8513637875,67917.12804331341,nulo
757728.4613940902,676838.3746188988,nulo,938568.3492190792,43033.681032977445
353486.71916456363,738706.5094015747,279283.34628762497,nulo,644274.0571775258
51777.90809192151,943604.7684584586,739430.632061814,264730.1897069553,455960.3418313842
698643.6218163166,nulo,892747.0905495269,56139.302672664424,431916.4577680581
330609.13615617104,196228.81235927835,580034.5732188978,836984.8279359841,750312.3679229257
37071.89305891445,nulo,277378.2632167936,135080.47915610144,417882.6576642562
542591.5661242731,520207.390047355,381602.6776600834,987837.575940246,558273.6973257485
280872.99598106265,nulo,174092.795328723,391064.2745774967,770277.8289793113
605923.7726042754,255149.44915063676,616130.2065254286,685946.8605654698,nulo
942580.6434560763,nulo,338462.52157440694,786439.4897080763,287526.62566723174
25556.66525423117,854621.2888454603,472403.4039968055,978364.0607394119,214720.0313906863
648717.4535890697,722465.3543606878,345956.08934858546,nulo,nulo
357926.07690331514,642889.1757869568,130986.38847095123,651234.4491962276,401940.64676526154
413102.8314791778,237968.39443062767,699197.8024214729,nulo,18318.88490237732
837857.0742725212,86143.55671539441,726556.4354851969,637676.2422615814,920390.3047668036
16012.140684250164,196277.9253382818,306977.3850206099,296548.3710796407,657371.6576254366
709540.0773483145,nulo,403746.08298182156,850968.8057172055,nulo
515950.97276721534,151613.03553683247,616657.3957175742,646095.8335316174,396455.8465539042
187268.68598287637,901110.4645407089,287689.39910000615,926845.1766964791,208998.19209173453
nulo,756501.8774981218,549788.8912326917,207235.45275097387,400106.8425738702
511667.98650734726,850698.0215425837,761759.4525145894,820598.1963128543,801863.3595096311
733628.9937282089,774010.3285168426,915160.2361399562,335395.2168010188,nulo
263431.20934032084,306110.78669012536,172521.95239854505,322873.57118016947,106742.35599168969
304067.2966832677,843908.2801153107,154168.27314082748,849053.3938058396,700519.6626458869
949121.4092121308,762944.4852267648,965720.4560045436,332437.0196422468,739075.4819964429
89431.94009944644,203854.10968671413,110314.30739352899,436329.5872146673,760248.2181303896
882384.341083991,451065.03483636485,297146.2463325856,154867.12995254193,279588.9700476499
307166.5804904372,nulo,7792.408159146724,486991.7780511439,233464.10150924278
548957.4170036915,112843.32677921394,358536.3396946549,183039.36643197061,392288.91734820325
945958.4685526497,433942.1325686138,973550.8750832283,nulo,272923.6849394564
965148.9676166289,615451.3943740587,11180.862896089882,58430.64024941047,424756.024282137
943488.9977794952,669916.77262191,242872.24559695087,125361.83805302414,242898.43015009438
17000.65573793885,203281.09839620246,828711.3384240122,811688.2374321824,112719.8673533204
964817.2405514485,473556.3221439637,650430.6692187685,383333.9839505221,479211.4777178477
401135.4970208024,720960.0991796663,315579.47999528743,536570.5951394485,707180.4737006233
465386.3975980713,435903.4662575929,126950.5410759465,599353.877946591,526829.5896580013
578332.7312870835,318103.9356769769,nulo,863281.8239279146,694884.1822001397
965808.1625799028,996294.6276909534,696003.1709494311,712423.1720912076,823180.4085404727
97159.66649018016,983857.2689258865,189875.68356567642,865385.4985903754,291749.59217016184
364993.1352539698,779700.8929598393,896143.2869118365,922515.2030966695,757279.5408727878
747530.1368992819,752441.4732750254,421291.5667472972,58897.97560095811,53878.768508334506
673860.3295569398,314135.9370718377,640500.5790843365,751836.7833609022,652915.4371555276
nulo,570339.2964929787,704645.0079591102,832824.7484543658,272077.67412568297
763772.3877207794,nulo,nulo,440929.77733108506,498554.7503920691
nulo,621412.2264808321,nulo,987318.0885710601,293348.9755721739
592007.1908723541,728518.9826189197,948647.3055220374,457841.3412334577,177294.27572594446
233212.4389332516,nulo,844965.497965676,nulo,546609.4687382807
890990.8524374609,653725.0823642391,630007.7948752446,594880.5639724287,537100.2394832763
701218.7416692206,685491.5244158931,61406.07829542943,nulo,839923.3239608912
488680.8927167816,559216.8579468316,485866.5974966234,nulo,884739.142621727
379179.3167350802,237807.27343476904,nulo,814915.0150241081,442831.51138767897
nulo,844098.4800066506,nulo,338776.3003810722,386219.25364027807
nulo,680823.218353509,571537.8668092655,88323.58970196574,569896.7506315698
237606.45770232857,401787.9491801443,854665.2028194026,7490.6719774636695,412224.79192113836
906847.8148293521,356523.2537306307,89087.94627703776,792139.9404576542,140372.5359075214
436424.7207708909,397673.35463687417,116996.08599903433,520123.4610696911,78940.10598830425
502774.9893823197,892756.6010234146,822735.4502732817,809762.6542493164,103943.57823757816
998577.5393794299,414384.9073744936,214477.75797973422,68335.87650323403,102824.20232374012
596265.0512696329,518428.28513931314,366308.26436655386,954637.0772707153,193774.40811716006
nulo,nulo,867453.2277163005,768325.0473433567,612310.917001138
541300.2369585428,960889.6486570507,80676.71533075937,703977.2279729019,695641.6137559706
977394.5542076478,684702.9201056765,nulo,457965.7018265911,740073.0744849867
780495.679717482,504050.6831688408,552327.4079700409,568093.4700231763,705714.6225475535
151011.23460900268,996508.203726336,216080.13962186244,694087.1596911303,656404.2135162192
433056.54488165467,153899.79066254233,779965.648617954,234394.6160382171,389588.4872593335
253246.86153076115,977848.0819904556,789053.9371992989,722254.7886683239,197434.45342015254
115768.2133947694,882531.2488101006,746280.894914777,180797.16663001743,951461.79542437
619789.3417081768,807485.7346705524,714112.0315771769,450214.7450140638,nulo
298685.9520723195,602443.639061152,353299.76990310074,665188.2521073326,374891.4645921442
411819.87607024197,415907.65110474813,269981.68563409295,871199.0272072899,991144.6175367144
943479.335281481,nulo,177289.5041456163,865753.2215351331,nulo
502889.37889811525,72435.5813883647,569017.6030151322,954577.8995986308,585412.4372063208
774925.9415816808,228406.6516062755,nulo,471392.83660156094,709812.2396578933
972408.6717287607,890003.2220309374,610656.4134443692,748884.9380707982,974721.7670098019
294837.37802765175,35920.85528616729,926784.5560128086,nulo,170020.0907356201
440524.8354179115,887154.3095618327,182391.25761588494,326029.6505339162,nulo
562740.6151693506,358784.3171789402,125433.15971572178,576229.1899070364,843347.5004927798
847319.0133718812,255607.90959598433,403584.52456765104,235551.26832373085,663418.2581790696
838926.0415640738,185139.8966714064,768081.763089046,734236.5795900956,259308.77636574968
303675.6795099004,646776.2802024173,nulo,334056.69333913765,nulo
413012.5496998658,nulo,709861.9639094173,278919.62494355836,609526.9759979073
321837.4275336519,611909.0583198208,713664.6507203064,207524.2448327229,nulo
324970.045970484,421494.9397470292,298984.94860573445,896554.0266186087,35400.82207823392
70573.12079099065,808076.9761154567,753979.4222158073,912944.4182817562,nulo
225577.22104347855,98271.86311677849,561247.6479488413,986275.3177946007,620209.9139679859
293051.285967155,215997.54928395577,454123.1584033695,430807.4840721721,38421.39627222108
319583.4821120687,363690.8767172304,793200.6353005553,642699.3135249325,351191.4978991686
nulo,405743.59528461413,60319.187878893346,41237.1145568855,404893.9229783434
187380.7971076664,12316.701293343058,nulo,111336.99490890458,232161.4514193031
755800.0883026284,832665.1523845537,152159.3010020771,814108.0529024645,nulo
289782.4011408013,162268.29782073616,446345.04763547255,267005.43530689704,798541.01057277
439164.8100043932,248394.2641456496,318488.0272597412,537275.0945901884,178692.07174000688
125542.7162986501,373327.7648712514,12000.404487943595,752350.0355919407,514189.8800090361
774039.7000451832,570590.7796130774,967580.7756959961,nulo,863511.5497147102
332542.83005554386,502431.1438732831,942324.6568371215,156757.83758777706,913235.329362143
955999.4965960808,970127.0039267399,692910.3306025376,571589.5009750995,206071.98825977425
501104.5459433039,383852.0033948929,660036.3411185718,nulo,890126.2899004121
425900.0094684151,505697.4524072041,nulo,99564.84659830056,90944.36337745082
101685.38933897552,945802.552214269,515871.3721344801,463448.4310118775,237429.89308891393
531547.7439543292,363379.706167152,939717.433105408,946936.4265478562,120804.85901967708
719245.6354504908,555841.2900239155,403882.8133281207,93676.83943883887,383427.73642681405
460718.0353074135,642460.6822529159,791853.0471827411,107615.89675808314,100564.08876926337
732867.8265251551,224390.1437874758,937013.947230013,931317.4899663718,290357.5159908268
553339.3751700494,668882.4070536854,725340.5542073039,446751.35598033253,550626.0923673334
681747.9006578168,788828.0742638194,663321.6789888752,467588.1026129488,nulo
656327.209577787,13949.891315956364,nulo,822078.2272219543,78775.71512021098
817466.8577826135,350042.2412296382,93266.5340158363,nulo,748081.7093935526
396463.6953240624,748483.1092361088,438328.9813863397,802805.3284261624,714606.5700081395
757489.9188667088,38982.19608555609,754774.6201420795,837437.2446509914,149317.483864829
114884.2490260219,971383.9969666491,nulo,545514.8488341921,241066.15688404732
726130.1619802061,652675.7367055325,95315.90041702909,519807.1808510791,nulo
731145.6763745793,316628.4035081051,482674.4463136119,82843.97116117892,144608.21646412337
596752.2016252335,817330.4239510667,809032.3223841921,653513.5057727542,356732.58446117304
985514.9430348184,963982.2877873714,790306.5330446187,133255.0826868314,48607.56207065431
nulo,110557.4644418097,81988.20712073507,267176.9899195869,564414.9486718068
345031.49842840043,656280.0123550763,290923.31548407755,548990.6919949441,394105.1975592984
465114.9796015537,5419.7912486591,nulo,nulo,564237.4192222868
352060.01071840065,nulo,nulo,684347.6865433414,687616.9791750419
439851.1827992251,585919.8190499909,150277.1655469878,499820.26797152887,369344.89801018545
343465.05647889414,495048.8281302916,545357.4314098129,287695.3368565912,nulo
22729.107459317667,nulo,874570.8539521511,687841.4033209054,823977.4535222952
274202.31777854374,108974.45330186262,747735.6257462306,998200.136425471,49753.51308616649
nulo,829192.3330298146,86214.09184029016,38598.54701169774,607037.7201448921
841036.2407563999,967327.321991569,345525.11473852233,162009.428968398,994281.2969665254
724742.1159818767,261948.17418474358,866416.2320042243,695167.5856018469,233187.25266450312
nulo,nulo,77419.22792264666,472685.323200357,701834.4021073387
123849.7368685314,365130.03649974306,822361.8357000741,nulo,nulo
507682.51781773067,838201.7100954578,310403.54336222896,886969.3332632186,778107.1047516338
268660.13111533225,246891.37105994063,241128.44191482008,276287.3267126116,nulo
379903.41238044546,900636.6766157425,528417.7167684105,369496.5701024058,nulo
358219.06641871884,624120.0815778166,797713.270192427,473377.8569801507,nulo
582624.9855988681,414925.34177698224,853473.7879110172,nulo,889424.231872272
764427.0538779568,640517.6603371372,nulo,394800.97477294796,389331.1345259557
595147.2831155176,268211.819582179,15643.284284047932,622532.491797372,418667.52281433274
479496.3593344698,931947.9238462428,645775.9562827586,nulo,104843.37952234434
219420.07938023878,821734.2268253329,118989.45892643898,979201.0754418973,109575.64507312256
nulo,202147.53131986142,49110.93140906419,318752.27291307494,171915.14507481197
897782.4082740287,170026.33978067792,137435.12846138052,615093.0107050771,86378.56607927586
409063.10950731504,221304.13354097577,886623.9141009572,112957.97849071432,982088.4278990205
275408.4222636294,nulo,317720.7591995148,204054.45558009227,72874.57500815764
nulo,465672.5809737081,81482.85754369012,499554.8112571857,923447.2552076451
891645.0616892341,426006.338523744,566021.3408264093,601667.5818016084,427115.72842977673
617873.6420571179,578313.2108560578,548698.1817339325,425233.23578605487,nulo
908841.6767351626,556004.137761811,450454.6805011039,319738.55378432415,58860.769604455854
634700.5199927435,nulo,732471.056198446,953908.9023439904,928440.7359438405
467935.16179958003,437270.77746926545,663627.8365140172,700096.8149575782,235075.32223931915
382197.212008454,987365.5897626895,nulo,173138.59193377334,32936.737573770246
596969.0324744259,42607.38299702094,657532.7731111244,295426.2853041538,678172.7904254025
476624.5501129076,588395.2538338772,119690.27088241435,nulo,167283.50397870585
591887.9656187104,163797.38403421475,687515.466570972,629889.1495303079,417354.00387166045
nulo,887534.2866891865,687416.7519056129,346742.6079988487,769863.6735525243
438364.35834752594,83107.36272652775,nulo,333590.6369951389,565316.8323533734
198104.8440643034,631789.3602925643,431947.00172466063,545194.0108698109,378040.8283892344
nulo,350196.4764642729,197226.53041480953,622473.3753857439,560771.899643474
46649.014606627956,403856.9239763712,641086.1929250988,31045.110002558384,846829.9047197707
852775.3482703571,nulo,189601.47896235657,229018.30821043768,441614.20466618415
575981.4800961775,486356.2967332652,330061.994090333,36707.64097279788,930819.4027491041
89629.50957137383,50373.90692917942,527322.2379270121,179168.4837046219,394264.36651688966
nulo,366765.11344578286,34372.780667637606,nulo,873785.0611710005
41775.770836244505,677811.7272181023,919040.4681019912,257181.08741212642,161607.87187101776
491795.9771418383,251617.7824430992,787207.1779374796,108207.16406506691,190473.446443563
358636.3601689909,751864.4737505168,438891.85482032236,602652.0366294525,885123.8978847986
134274.10041323095,482941.81823654246,610444.8858219484,778503.8928104303,521323.7948660804
823502.472769213,997644.7728551817,925559.3322599715,nulo,606210.1253148892
211733.79658519643,930570.9786521704,669537.7533701963,865944.5081460725,293434.4116709684
351036.0006884824,650616.9191753471,313115.29682544415,477708.39754581463,957373.5693277927
716640.1779792861,270888.25356516324,220109.5959660282,833023.4746680974,929870.1778611674
704757.7767104692,652397.2099231759,381344.03218697145,909009.0580511178,535871.8360894227
721315.3726470184,555715.5356167806,607901.209353779,679515.6353237726,514445.5485174949
879255.6813686605,877011.945758794,500160.0478980044,527037.8843946632,70552.8119992851
686588.2001591994,624481.4735553658,873727.9316240062,341823.6942070907,140407.64394603256
303759.0053557303,699044.7752696116,685901.745907204,659022.440257659,767055.308094935
290616.9535797274,718462.1223979363,961403.9337945881,256587.44859774187,648982.330897075
891889.8220372512,723894.3007137637,686693.922121866,517908.31446900265,147197.21399148687
45371.78188806213,117804.09303347916,nulo,320396.97711138846,97535.4261874397
486816.36104685575,165402.11874653766,869737.0387622442,589215.6913959786,285291.23393566767
695802.4352767506,740203.3909044734,923617.2690055275,126865.65526149863,87140.42042618108
431697.33499855734,nulo,395294.7009718577,145430.04034453855,nulo
280505.82323299657,414526.95616036095,nulo,667983.4808547493,25633.057552122416
832219.9615128421,423266.00071711704,nulo,786272.5959966804,158101.6756536119
772747.5514416364,973328.9553441828,72203.84212319896,648584.5291801435,504771.9549586751
571199.055295324,301361.8086109554,979038.038952143,68235.68462733742,357989.8493890109
416979.75551899744,395126.5658738643,749650.8275543692,180927.25312712998,228913.96906639118
284617.92396530684,534275.7988573698,788595.6876969344,608057.0360005215,361069.8337430882
228537.56467003628,970465.3908063212,912745.5402098923,900799.7563432752,nulo
314156.5540143825,276068.8719223758,nulo,522346.11275236274,396846.5214814474
632984.9494854908,865217.9295505959,428595.6263567301,477226.348392766,616149.4770144331
113166.15668249507,494272.4537049974,4412.857122502167,699364.7688724353,880338.1613750794
886619.7555345495,510222.4968427675,217554.48859769988,74766.13296372736,nulo
701213.3905135244,142170.35559322065,nulo,nulo,816901.6141877681
740937.5471733505,958284.761520862,777285.9829236917,570557.9659079456,500844.40969917364
536731.6087258987,551937.3735627071,238991.70871227814,nulo,704815.8033403134
791391.8316737843,717727.328960106,210248.0669317851,227680.48840880618,54323.23199381939
607980.489021118,550496.0095222242,48809.19177960485,242252.92957612855,651839.729627647
84578.05747321123,596087.5115810285,974230.2756034019,nulo,477645.79192763125
629429.7486822329,27492.197239969984,702873.5341523932,398940.295664391,571376.9240906737
848007.8445482753,768226.9235149323,896869.4183276409,512071.9524118611,384815.01157431165
973846.2559016611,68579.5654146566,330018.7446000711,nulo,129540.86476373438
652928.5523517197,620031.1526866163,472606.0377047786,328149.63999153976,425765.4577650254
nulo,307240.94269120984,677536.4083970855,526423.8310114418,576330.9416408425
923182.4750942932,912041.2561775668,94334.67236388582,244120.3337316411,905995.6819373553
449793.3689079415,nulo,455706.8077741834,nulo,712292.1455273757
461889.46678823716,nulo,662038.264443486,772662.4673411932,940198.2853910502
946746.0653374129,nulo,648990.7071398358,nulo,16445.866631299545
582775.1194759904,809147.4116105343,956987.882840015,424183.8877916593,736475.325224184
703503.0558786794,679977.4634978835,151700.11395251227,464349.3172571217,391943.2429388503
504256.38495322,431355.81041947316,272626.4412913951,581589.3072282338,741516.9767566388
685984.2048280023,nulo,641630.8962680664,657979.5198745857,72806.33700928895
891935.0459488517,411676.4225706099,nulo,572817.933371015,667158.9572354405
870028.0565948387,810037.8878530726,817053.8070754741,157380.0009808962,978287.0858931233
818938.7933090469,91135.97609842017,697001.3524009477,268696.22927570425,865024.7405985042
nulo,213019.92686348935,990624.9323009144,397311.25632925803,200787.18255042992
953588.8677703837,nulo,284710.21023145795,995565.3798120599,118496.27239925876
886315.9718725752,945806.6083212759,558190.1003688724,895466.9261399966,nulo
480161.59294645465,153806.97143344124,656192.8656115829,670306.3802221359,680047.2559951959
692144.7124822778,315999.161114403,41122.5420290805,51520.02266457234,339424.08732583985
111051.4616099737,288916.3502936075,223738.72615999635,nulo,297011.01468036085
697863.7391205941,nulo,237746.46208651163,523043.80151681876,39050.35556536773
557430.7781426448,942780.5273381271,885089.9687764818,737525.9014984056,40144.865240028914
nulo,nulo,512563.6234987151,64934.61189869554,303462.37060196156
990541.7775595321,57532.09094565692,628239.500582954,556907.0200269554,976891.4391582333
575784.7521753644,177396.31337540917,401414.40164114017,9003.005841125012,238973.79047332922
347044.5875442826,423217.8757521282,763274.5295882738,884194.7606965287,115026.604182619
369989.1537799058,665709.8066395825,516367.8353926676,6688.183027817707,971365.3574204148
809384.6031416237,432262.2529686202,226486.84341728198,633072.3819536183,582423.03470451
32569.938336674542,845813.0307939255,196050.4689320749,nulo,638434.8662389253
425931.27419113164,201988.7167752038,67009.52465073473,878844.1004255138,704946.951759159
356674.38235119864,457103.9989275989,465287.01183183375,227705.47760853166,nulo
625679.5858556684,420088.6163809847,47529.490174854975,701978.3272446671,497044.9352347156
74823.7814257513,878701.1310520768,642340.1744323123,697880.8705822875,405217.9508837447
328594.73372831946,104839.77780960074,268163.6644605393,518941.16043172847,88367.00372071548
387955.77969598485,113848.3843597351,362701.22378076275,211110.40442414774,107224.76642594469
455218.941737368,nulo,856376.1670686539,402670.2716961601,774810.7801825717
781256.7751517796,129973.27239974322,875296.5993056721,18812.514929810954,956811.40815713
897949.4722991035,194053.9032415688,55852.958880420636,575702.8772900003,nulo
564680.7134682842,647079.601486825,210140.14643200595,166835.36196810033,501830.0995038869
431434.78939348937,337964.97357663023,493538.7558655638,595885.8166036383,680035.9806632387
444215.4967747234,975945.7251257491,215874.69368942291,823566.2395266137,873238.9003568698
610825.7883876854,339881.3023715254,6581.142317218069,747759.835941097,215648.26538147285
954371.5163786476,172638.58190569538,521310.50159930193,671213.3145750287,nulo
434157.5742400634,980428.9270309998,169714.92740785,802124.1373678942,730912.0700173058
763031.4649753179,nulo,nulo,31066.62760258927,709365.880247647
428926.61285103817,709023.8419696095,578659.5851425555,611951.3570068396,767736.641998505
696714.2101200451,941440.3272187386,180911.37605511097,402334.20799952646,48673.9386287115
862966.7980776136,291106.0584480152,16390.99886356754,974737.2644567923,172869.55130952576
nulo,nulo,837170.300997498,nulo,694962.2199212763
976017.5147086463,783453.9441109134,856688.4988109188,nulo,470450.1841396026
112038.06251272542,155060.8546589285,136518.1922931754,271946.6583167539,562472.9522586619
480915.3175657951,92858.22953444322,443146.5483518402,971324.6944428527,57470.717686224474
879560.9922057445,62485.36089033363,985280.3287967208,595849.0647633204,nulo
92130.51971699792,772849.2364374542,721880.217675069,956079.8019522799,427130.99866632954
926067.0095311159,492322.8580647215,661816.8718812972,504686.35838387697,993607.8658433148
504408.28517002956,768835.3554970367,102441.84747706831,336712.31062559027,352613.29937184014
92091.11604511765,nulo,249335.60462153237,436568.13278346194,nulo
65563.6441785028,533923.9567076273,374006.16378788475,13359.684038336429,847591.150652751
974224.3501301408,522661.0832716212,179469.33296345934,465412.42630917067,396534.15344322316
365018.31651748007,305860.9854867859,512669.5187581307,260797.17761819242,759826.5696707134
852041.2543364031,401513.74683741713,972951.9653507296,314275.8800577545,356454.13861238986
93456.81336341538,359938.84737607086,380748.4937574054,111469.83988681303,50497.91381959212
998771.9914031866,432048.6740322076,881891.5715038377,285432.834693946,341082.5388937784
819017.7565692759,733386.5848282928,640251.6498499949,824539.2564627574,164440.84571097084
287248.02734652086,671530.7180703264,412552.8641812619,nulo,967893.2975743095
771725.9701368891,253670.32599784757,680237.8625808163,59505.75754489484,405272.9129155699
nulo,737265.8675110174,638225.5348870569,588400.3015563308,nulo
330409.65089807496,696296.0144959769,991563.3617618668,nulo,894411.8747355917
24572.11688532812,293402.805430905,798668.6758262077,580269.9919831731,669796.6726506237
665136.0953238069,547120.5107376797,212558.43018401842,33050.99758287644,514286.98598976055
nulo,914292.2284108534,925786.238632912,866659.8487572882,21728.68954518803
903238.3764342566,149841.3195939119,15464.621762841025,299378.0959765792,213581.19813969155
417854.0939554277,316499.1535895262,134601.73132208886,346848.0504390442,680471.7498632811
258294.7889413193,981249.1028449794,106001.3891303283,176766.8585717559,186131.51043939302
623366.4148944591,116603.6741170372,774265.1038719113,308829.2374745515,200557.68623338867
788961.3368041603,414991.18073997565,867220.888397247,91317.05672496193,725153.8573992442
733939.0422506793,593214.0975518117,845738.3525271649,824854.3910023584,nulo
838347.4542067017,609008.6234190261,593848.3105883076,110363.3389916101,747.6258961628401
727091.3116255284,409155.5022679253,960970.8843834747,129393.5983035649,476005.9073262274
744663.0715044326,82473.05815472572,834594.3569489131,106109.8321708327,611174.4968373715
35051.353755830016,883586.1161509102,642789.1154141565,714781.6290197782,622338.242567578
110155.47268014326,134963.98397329112,nulo,576232.6302621344,517194.7311348015
292815.61064445815,193832.62098414102,945389.6153285616,701095.4282782082,706140.3876515505
767892.5805388694,503790.65802716103,976886.8025584753,84737.85800509936,883783.532847227
745800.7933029102,833024.7815641471,212238.51538149486,14351.606727488142,284118.794756665
